,TRBV01_01,TRBV02_01,TRBV02_02,TRBV02_03,TRBV03-1_01,TRBV03-1_02,TRBV03-2_01,TRBV03-2_02,TRBV03-2_03,TRBV04-1_01,TRBV04-1_02,TRBV04-2_01,TRBV04-2_02,TRBV04-3_01,TRBV04-3_02,TRBV04-3_03,TRBV04-3_04,TRBV05-1_01,TRBV05-1_02,TRBV05-3_01,TRBV05-3_02,TRBV05-4_01,TRBV05-4_02,TRBV05-4_03,TRBV05-4_04,TRBV05-5_01,TRBV05-5_02,TRBV05-5_03,TRBV05-6_01,TRBV05-7_01,TRBV05-8_01,TRBV05-8_02,TRBV06-1_01,TRBV06-2_01,TRBV06-3_01,TRBV06-4_01,TRBV06-4_02,TRBV06-5_01,TRBV06-6_01,TRBV06-6_02,TRBV06-6_03,TRBV06-6_04,TRBV06-6_05,TRBV06-7_01,TRBV06-8_01,TRBV06-9_01,TRBV07-1_01,TRBV07-2_01,TRBV07-2_02,TRBV07-2_03,TRBV07-2_04,TRBV07-3_01,TRBV07-3_02,TRBV07-3_03,TRBV07-3_04,TRBV07-3_05,TRBV07-4_01,TRBV07-6_01,TRBV07-6_02,TRBV07-7_01,TRBV07-7_02,TRBV07-8_01,TRBV07-8_02,TRBV07-8_03,TRBV07-9_01,TRBV07-9_02,TRBV07-9_03,TRBV07-9_04,TRBV07-9_05,TRBV07-9_06,TRBV07-9_07,TRBV09_01,TRBV09_02,TRBV09_03,TRBV10-1_01,TRBV10-1_02,TRBV10-2_01,TRBV10-2_02,TRBV10-3_01,TRBV10-3_02,TRBV11-1_01,TRBV11-2_01,TRBV11-2_02,TRBV11-2_03,TRBV11-3_01,TRBV11-3_02,TRBV11-3_03,TRBV11-3_04,TRBV12-1_01,TRBV12-2_01,TRBV12-3_01,TRBV12-4_01,TRBV12-4_02,TRBV12-5_01,TRBV13_01,TRBV13_02,TRBV14_01,TRBV14_02,TRBV15_01,TRBV15_02,TRBV15_03,TRBV16_01,TRBV16_02,TRBV16_03,TRBV17_01,TRBV17_02,TRBV18_01,TRBV19_01,TRBV19_02,TRBV19_03,TRBV20-1_01,TRBV20-1_02,TRBV20-1_03,TRBV20-1_04,TRBV20-1_05,TRBV20-1_06,TRBV20-1_07,TRBV20/OR9-2_01,TRBV20/OR9-2_02,TRBV20/OR9-2_03,TRBV21/OR9-2_01,TRBV23-1_01,TRBV24-1_01,TRBV24-1_02,TBV24/OR9-2_01,TRBV25-1_01,TRBV26_01,TRBV26/OR9-2_01,TRBV27_01,TRBV28_01,TRBV29-1_01,TRBV29-1_02,TRBV29-1_03,TRBV/OR9-2_01,TRBV/OR9-2_02,TRBV30_01,TRBV30_02,TRBV30_03,TRBV30_04,TRBV30_05
TRBV01_01,0.0,0.7379862700228833,0.7379862700228833,0.7379862700228833,0.3089244851258582,0.3089244851258582,0.4633867276887872,0.4633867276887872,0.4633867276887872,0.5148741418764302,0.5148741418764302,0.3432494279176202,0.3432494279176202,0.48054919908466825,0.48054919908466825,0.48054919908466825,0.48054919908466825,0.6521739130434783,0.6521739130434783,0.7036613272311214,0.7036613272311214,0.5663615560640733,0.5663615560640733,0.5663615560640733,0.5663615560640733,0.5148741418764302,0.5148741418764302,0.5148741418764302,0.5835240274599542,0.5148741418764302,0.5835240274599542,0.5835240274599542,0.7894736842105263,0.8409610983981695,0.8409610983981695,0.6864988558352403,0.6864988558352403,0.8409610983981695,0.8409610983981695,0.8409610983981695,0.8409610983981695,0.8409610983981695,0.8409610983981695,0.7723112128146453,0.8581235697940505,0.7894736842105263,0.5663615560640733,0.6864988558352403,0.6864988558352403,0.6864988558352403,0.6864988558352403,0.7379862700228833,0.7379862700228833,0.7379862700228833,0.7379862700228833,0.7379862700228833,0.7894736842105263,0.6178489702517164,0.6178489702517164,0.5835240274599542,0.5835240274599542,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.6178489702517164,0.6178489702517164,0.6178489702517164,0.7723112128146453,0.8066361556064074,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.6521739130434783,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.5148741418764302,0.5148741418764302,0.5148741418764302,0.5148741418764302,0.7357859531772576,0.7379862700228833,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.7379862700228833,0.7379862700228833,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6178489702517164,0.6178489702517164,0.7036613272311214,0.7894736842105263,0.7723112128146453,0.7723112128146453,0.7894736842105263,0.7894736842105263,0.6438127090301005,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7036613272311214,0.7036613272311214,0.7036613272311214,0.5491990846681922,0.6178489702517164,0.7551487414187644,0.7551487414187644,0.7551487414187644,0.8237986270022883,0.8581235697940505,0.8581235697940505,0.7379862700228833,0.7208237986270023,0.7208237986270023,0.7208237986270023,0.7208237986270023,0.7208237986270023,0.7208237986270023,0.9267734553775744,0.9267734553775744,0.9267734553775744,0.8581235697940505,0.9267734553775744
TRBV02_01,0.7379862700228833,0.0,0.0,0.0,0.5731225296442688,0.5731225296442688,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.672554347826087,0.672554347826087,0.6521739130434783,0.6521739130434783,0.7608695652173915,0.7608695652173915,0.7608695652173915,0.7608695652173915,0.6317934782608696,0.6317934782608696,0.6626928471248247,0.6626928471248247,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.6905370843989771,0.6905370843989771,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9021739130434783,0.9021739130434783,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,1.0,0.8695652173913043,1.0,0.672554347826087,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.8043478260869567,0.6304347826086957,0.6304347826086957,0.5533596837944664,0.5533596837944664,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.672554347826087,0.6521739130434783,0.9565217391304349,0.9565217391304349,0.672554347826087,0.672554347826087,0.6956521739130436,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5706521739130436,0.5706521739130436,0.5706521739130436,0.5706521739130436,0.7525083612040133,0.5869565217391305,0.5217391304347827,0.5217391304347827,0.5217391304347827,0.6324110671936759,0.5138339920948617,0.5138339920948617,0.673913043478261,0.673913043478261,0.5640423031727381,0.5640423031727381,0.4759106933019977,0.5095108695652174,0.5095108695652174,0.5095108695652174,0.4940711462450593,0.4940711462450593,0.782608695652174,0.782608695652174,0.7133152173913044,0.7133152173913044,0.7672634271099745,0.7672634271099745,0.7525083612040133,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.4838709677419355,0.5469845722300141,0.7363253856942497,0.7363253856942497,0.7363253856942497,0.5890603085553997,0.9171195652173914,0.9171195652173914,0.7173913043478262,0.7363253856942497,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8478260869565218,0.8478260869565218,0.8478260869565218,0.8260869565217391,0.8478260869565218
TRBV02_02,0.7379862700228833,0.0,0.0,0.0,0.5731225296442688,0.5731225296442688,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.672554347826087,0.672554347826087,0.6521739130434783,0.6521739130434783,0.7608695652173915,0.7608695652173915,0.7608695652173915,0.7608695652173915,0.6317934782608696,0.6317934782608696,0.6626928471248247,0.6626928471248247,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.6905370843989771,0.6905370843989771,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9021739130434783,0.9021739130434783,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,1.0,0.8695652173913043,1.0,0.672554347826087,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.8043478260869567,0.6304347826086957,0.6304347826086957,0.5533596837944664,0.5533596837944664,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.672554347826087,0.6521739130434783,0.9565217391304349,0.9565217391304349,0.672554347826087,0.672554347826087,0.6956521739130436,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5706521739130436,0.5706521739130436,0.5706521739130436,0.5706521739130436,0.7525083612040133,0.5869565217391305,0.5217391304347827,0.5217391304347827,0.5217391304347827,0.6324110671936759,0.5138339920948617,0.5138339920948617,0.673913043478261,0.673913043478261,0.5640423031727381,0.5640423031727381,0.4759106933019977,0.5095108695652174,0.5095108695652174,0.5095108695652174,0.4940711462450593,0.4940711462450593,0.782608695652174,0.782608695652174,0.7133152173913044,0.7133152173913044,0.7672634271099745,0.7672634271099745,0.7525083612040133,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.4838709677419355,0.5469845722300141,0.7363253856942497,0.7363253856942497,0.7363253856942497,0.5890603085553997,0.9171195652173914,0.9171195652173914,0.7173913043478262,0.7363253856942497,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8478260869565218,0.8478260869565218,0.8478260869565218,0.8260869565217391,0.8478260869565218
TRBV02_03,0.7379862700228833,0.0,0.0,0.0,0.5731225296442688,0.5731225296442688,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.672554347826087,0.672554347826087,0.6521739130434783,0.6521739130434783,0.7608695652173915,0.7608695652173915,0.7608695652173915,0.7608695652173915,0.6317934782608696,0.6317934782608696,0.6626928471248247,0.6626928471248247,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.5179028132992328,0.6905370843989771,0.6905370843989771,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.9021739130434783,0.9021739130434783,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,0.9565217391304349,1.0,0.8695652173913043,1.0,0.672554347826087,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.5890603085553997,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.8043478260869567,0.6304347826086957,0.6304347826086957,0.5533596837944664,0.5533596837944664,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.5469845722300141,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.672554347826087,0.6521739130434783,0.9565217391304349,0.9565217391304349,0.672554347826087,0.672554347826087,0.6956521739130436,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5706521739130436,0.5706521739130436,0.5706521739130436,0.5706521739130436,0.7525083612040133,0.5869565217391305,0.5217391304347827,0.5217391304347827,0.5217391304347827,0.6324110671936759,0.5138339920948617,0.5138339920948617,0.673913043478261,0.673913043478261,0.5640423031727381,0.5640423031727381,0.4759106933019977,0.5095108695652174,0.5095108695652174,0.5095108695652174,0.4940711462450593,0.4940711462450593,0.782608695652174,0.782608695652174,0.7133152173913044,0.7133152173913044,0.7672634271099745,0.7672634271099745,0.7525083612040133,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.7672634271099745,0.4838709677419355,0.5469845722300141,0.7363253856942497,0.7363253856942497,0.7363253856942497,0.5890603085553997,0.9171195652173914,0.9171195652173914,0.7173913043478262,0.7363253856942497,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8823529411764707,0.8478260869565218,0.8478260869565218,0.8478260869565218,0.8260869565217391,0.8478260869565218
TRBV03-1_01,0.3089244851258582,0.5731225296442688,0.5731225296442688,0.5731225296442688,0.0,0.03952569169960471,0.24936061381074168,0.24936061381074168,0.24936061381074168,0.41501976284584985,0.41501976284584985,0.3069053708439898,0.3069053708439898,0.47430830039525695,0.47430830039525695,0.47430830039525695,0.47430830039525695,0.5928853754940712,0.5928853754940712,0.5138339920948617,0.5138339920948617,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.49872122762148335,0.4219948849104859,0.49872122762148335,0.49872122762148335,0.7509881422924902,0.790513833992095,0.790513833992095,0.6521739130434783,0.6521739130434783,0.7707509881422926,0.7707509881422926,0.7707509881422926,0.7707509881422926,0.7707509881422926,0.7707509881422926,0.7509881422924902,0.9486166007905139,0.8102766798418973,0.47430830039525695,0.6126482213438736,0.6126482213438736,0.6126482213438736,0.6126482213438736,0.6719367588932806,0.6719367588932806,0.6719367588932806,0.6719367588932806,0.6719367588932806,0.7509881422924902,0.5928853754940712,0.5928853754940712,0.5533596837944664,0.5533596837944664,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.5138339920948617,0.4528985507246377,0.4528985507246377,0.4528985507246377,0.8102766798418973,0.8385093167701864,0.7114624505928854,0.7114624505928854,0.7509881422924902,0.7509881422924902,0.5335968379446641,0.4940711462450593,0.4940711462450593,0.4940711462450593,0.29644268774703564,0.29644268774703564,0.29644268774703564,0.29644268774703564,0.6354515050167224,0.691699604743083,0.46583850931677023,0.46583850931677023,0.46583850931677023,0.5138339920948617,0.6126482213438736,0.6126482213438736,0.6719367588932806,0.6719367588932806,0.4230317273795535,0.4230317273795535,0.33490011750881316,0.4347826086956523,0.4347826086956523,0.4347826086956523,0.5731225296442688,0.5731225296442688,0.6126482213438736,0.8695652173913043,0.8498023715415021,0.8498023715415021,0.7289002557544758,0.7289002557544758,0.7525083612040133,0.7289002557544758,0.7289002557544758,0.7289002557544758,0.7289002557544758,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.31620553359683795,0.3952569169960475,0.8102766798418973,0.8102766798418973,0.8102766798418973,0.8102766798418973,0.8300395256916997,0.8300395256916997,0.5335968379446641,0.691699604743083,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.8893280632411069,0.8893280632411069,0.8893280632411069,0.8102766798418973,0.8893280632411069
TRBV03-1_02,0.3089244851258582,0.5731225296442688,0.5731225296442688,0.5731225296442688,0.03952569169960471,0.0,0.24936061381074168,0.24936061381074168,0.24936061381074168,0.4545454545454546,0.4545454545454546,0.32608695652173914,0.32608695652173914,0.4940711462450593,0.4940711462450593,0.4940711462450593,0.4940711462450593,0.6126482213438736,0.6126482213438736,0.5335968379446641,0.5335968379446641,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.49872122762148335,0.4219948849104859,0.49872122762148335,0.49872122762148335,0.7509881422924902,0.790513833992095,0.790513833992095,0.6521739130434783,0.6521739130434783,0.7312252964426877,0.7312252964426877,0.7312252964426877,0.7312252964426877,0.7312252964426877,0.7312252964426877,0.790513833992095,0.9486166007905139,0.7707509881422926,0.47430830039525695,0.6126482213438736,0.6126482213438736,0.6126482213438736,0.6126482213438736,0.6719367588932806,0.6719367588932806,0.6719367588932806,0.6719367588932806,0.6719367588932806,0.7707509881422926,0.5928853754940712,0.5928853754940712,0.5731225296442688,0.5731225296442688,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.5335968379446641,0.4528985507246377,0.4528985507246377,0.4528985507246377,0.790513833992095,0.8198757763975155,0.6719367588932806,0.6719367588932806,0.7509881422924902,0.7509881422924902,0.4940711462450593,0.4545454545454546,0.4545454545454546,0.4545454545454546,0.29644268774703564,0.29644268774703564,0.29644268774703564,0.29644268774703564,0.6688963210702341,0.6521739130434783,0.46583850931677023,0.46583850931677023,0.46583850931677023,0.5138339920948617,0.6324110671936759,0.6324110671936759,0.691699604743083,0.691699604743083,0.4230317273795535,0.4230317273795535,0.33490011750881316,0.3952569169960475,0.3952569169960475,0.3952569169960475,0.5335968379446641,0.5335968379446641,0.5731225296442688,0.8498023715415021,0.8300395256916997,0.8300395256916997,0.7289002557544758,0.7289002557544758,0.7525083612040133,0.7289002557544758,0.7289002557544758,0.7289002557544758,0.7289002557544758,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.2766798418972332,0.3557312252964427,0.8102766798418973,0.8102766798418973,0.8102766798418973,0.8102766798418973,0.8300395256916997,0.8300395256916997,0.4940711462450593,0.7114624505928854,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.8300395256916997,0.9090909090909092
TRBV03-2_01,0.4633867276887872,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.24936061381074168,0.24936061381074168,0.0,0.0,0.0,0.49872122762148335,0.49872122762148335,0.38363171355498726,0.38363171355498726,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.5562659846547314,0.5562659846547314,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.38363171355498726,0.38363171355498726,0.38363171355498726,0.46035805626598464,0.38363171355498726,0.4795396419437341,0.4795396419437341,0.6905370843989771,0.7672634271099745,0.7672634271099745,0.7480818414322251,0.7480818414322251,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.8631713554987213,0.843989769820972,0.8823529411764707,0.4795396419437341,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.7289002557544758,0.5946291560102303,0.5946291560102303,0.632992327365729,0.632992327365729,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7480818414322251,0.782608695652174,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.5946291560102303,0.5562659846547314,0.5562659846547314,0.5562659846547314,0.3069053708439898,0.3069053708439898,0.3069053708439898,0.3069053708439898,0.7190635451505017,0.8056265984654732,0.37267080745341613,0.37267080745341613,0.37267080745341613,0.34526854219948855,0.5946291560102303,0.5946291560102303,0.632992327365729,0.632992327365729,0.4935370152761458,0.4935370152761458,0.40540540540540543,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.6713554987212276,0.6713554987212276,0.7097186700767263,0.8056265984654732,0.8248081841432225,0.8248081841432225,0.7576726342710999,0.7576726342710999,0.7441471571906355,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7001278772378516,0.7001278772378516,0.7001278772378516,0.4219948849104859,0.46035805626598464,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.7864450127877238,0.7864450127877238,0.7864450127877238,0.5754475703324808,0.7672634271099745,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.843989769820972,0.843989769820972,0.843989769820972,0.7672634271099745,0.843989769820972
TRBV03-2_02,0.4633867276887872,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.24936061381074168,0.24936061381074168,0.0,0.0,0.0,0.49872122762148335,0.49872122762148335,0.38363171355498726,0.38363171355498726,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.5562659846547314,0.5562659846547314,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.38363171355498726,0.38363171355498726,0.38363171355498726,0.46035805626598464,0.38363171355498726,0.4795396419437341,0.4795396419437341,0.6905370843989771,0.7672634271099745,0.7672634271099745,0.7480818414322251,0.7480818414322251,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.8631713554987213,0.843989769820972,0.8823529411764707,0.4795396419437341,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.7289002557544758,0.5946291560102303,0.5946291560102303,0.632992327365729,0.632992327365729,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7480818414322251,0.782608695652174,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.5946291560102303,0.5562659846547314,0.5562659846547314,0.5562659846547314,0.3069053708439898,0.3069053708439898,0.3069053708439898,0.3069053708439898,0.7190635451505017,0.8056265984654732,0.37267080745341613,0.37267080745341613,0.37267080745341613,0.34526854219948855,0.5946291560102303,0.5946291560102303,0.632992327365729,0.632992327365729,0.4935370152761458,0.4935370152761458,0.40540540540540543,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.6713554987212276,0.6713554987212276,0.7097186700767263,0.8056265984654732,0.8248081841432225,0.8248081841432225,0.7576726342710999,0.7576726342710999,0.7441471571906355,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7001278772378516,0.7001278772378516,0.7001278772378516,0.4219948849104859,0.46035805626598464,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.7864450127877238,0.7864450127877238,0.7864450127877238,0.5754475703324808,0.7672634271099745,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.843989769820972,0.843989769820972,0.843989769820972,0.7672634271099745,0.843989769820972
TRBV03-2_03,0.4633867276887872,0.5754475703324808,0.5754475703324808,0.5754475703324808,0.24936061381074168,0.24936061381074168,0.0,0.0,0.0,0.49872122762148335,0.49872122762148335,0.38363171355498726,0.38363171355498726,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.4219948849104859,0.5562659846547314,0.5562659846547314,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.46035805626598464,0.38363171355498726,0.38363171355498726,0.38363171355498726,0.46035805626598464,0.38363171355498726,0.4795396419437341,0.4795396419437341,0.6905370843989771,0.7672634271099745,0.7672634271099745,0.7480818414322251,0.7480818414322251,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.8631713554987213,0.843989769820972,0.8823529411764707,0.4795396419437341,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.6138107416879796,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.6713554987212276,0.7289002557544758,0.5946291560102303,0.5946291560102303,0.632992327365729,0.632992327365729,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7480818414322251,0.782608695652174,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.5946291560102303,0.5562659846547314,0.5562659846547314,0.5562659846547314,0.3069053708439898,0.3069053708439898,0.3069053708439898,0.3069053708439898,0.7190635451505017,0.8056265984654732,0.37267080745341613,0.37267080745341613,0.37267080745341613,0.34526854219948855,0.5946291560102303,0.5946291560102303,0.632992327365729,0.632992327365729,0.4935370152761458,0.4935370152761458,0.40540540540540543,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.6713554987212276,0.6713554987212276,0.7097186700767263,0.8056265984654732,0.8248081841432225,0.8248081841432225,0.7576726342710999,0.7576726342710999,0.7441471571906355,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7001278772378516,0.7001278772378516,0.7001278772378516,0.4219948849104859,0.46035805626598464,0.7480818414322251,0.7480818414322251,0.7480818414322251,0.7864450127877238,0.7864450127877238,0.7864450127877238,0.5754475703324808,0.7672634271099745,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.7384910485933505,0.843989769820972,0.843989769820972,0.843989769820972,0.7672634271099745,0.843989769820972
TRBV04-1_01,0.5148741418764302,0.672554347826087,0.672554347826087,0.672554347826087,0.41501976284584985,0.4545454545454546,0.49872122762148335,0.49872122762148335,0.49872122762148335,0.0,0.0,0.44117647058823534,0.44117647058823534,0.36684782608695654,0.36684782608695654,0.36684782608695654,0.36684782608695654,0.5502717391304348,0.5502717391304348,0.5095108695652174,0.5095108695652174,0.5370843989769821,0.5370843989769821,0.5370843989769821,0.5370843989769821,0.5562659846547314,0.5562659846547314,0.5562659846547314,0.5370843989769821,0.5562659846547314,0.632992327365729,0.632992327365729,0.672554347826087,0.7540760869565218,0.7540760869565218,0.7948369565217392,0.7948369565217392,0.8152173913043479,0.8152173913043479,0.8152173913043479,0.8152173913043479,0.8152173913043479,0.8152173913043479,0.7336956521739131,0.8967391304347827,0.7948369565217392,0.672554347826087,0.672554347826087,0.672554347826087,0.672554347826087,0.672554347826087,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7336956521739131,0.7540760869565218,0.5095108695652174,0.5095108695652174,0.3952569169960475,0.3952569169960475,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.5910326086956522,0.6702898550724637,0.6702898550724637,0.6702898550724637,0.8355978260869565,0.8571428571428572,0.7133152173913044,0.7133152173913044,0.7744565217391305,0.7744565217391305,0.5298913043478262,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.44836956521739135,0.44836956521739135,0.44836956521739135,0.44836956521739135,0.6521739130434783,0.7336956521739131,0.7080745341614907,0.7080745341614907,0.7080745341614907,0.7312252964426877,0.5335968379446641,0.5335968379446641,0.6114130434782609,0.6114130434782609,0.5640423031727381,0.5640423031727381,0.599294947121034,0.5095108695652174,0.5095108695652174,0.5095108695652174,0.37549407114624506,0.37549407114624506,0.5706521739130436,0.8355978260869565,0.8559782608695653,0.8559782608695653,0.7576726342710999,0.7576726342710999,0.7441471571906355,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7576726342710999,0.7960358056265986,0.7960358056265986,0.7960358056265986,0.46875000000000006,0.48913043478260876,0.7744565217391305,0.7744565217391305,0.7744565217391305,0.8355978260869565,0.876358695652174,0.876358695652174,0.7540760869565218,0.5706521739130436,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.843989769820972,0.9375000000000001,0.9375000000000001,0.9375000000000001,0.9171195652173914,0.9375000000000001
