1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.129000000000000115e-01,1.301369863013698558e-01,6.311360448807854517e-01,4.072847682119205004e-01,0.000000000000000000e+00
7.427000000000000268e-01,5.924657534246575707e-01,6.905370843989770968e-01,6.097445600756858930e-01,0.000000000000000000e+00
7.504999999999999449e-01,6.232876712328767610e-01,8.152173913043478937e-01,5.264900662251656982e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.129000000000000115e-01,1.301369863013698558e-01,6.311360448807854517e-01,4.072847682119205004e-01,0.000000000000000000e+00
7.427000000000000268e-01,5.924657534246575707e-01,6.905370843989770968e-01,6.097445600756858930e-01,0.000000000000000000e+00
7.504999999999999449e-01,6.232876712328767610e-01,8.152173913043478937e-01,5.264900662251656982e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.129000000000000115e-01,1.301369863013698558e-01,6.311360448807854517e-01,4.072847682119205004e-01,0.000000000000000000e+00
7.427000000000000268e-01,5.924657534246575707e-01,6.905370843989770968e-01,6.097445600756858930e-01,0.000000000000000000e+00
7.504999999999999449e-01,6.232876712328767610e-01,8.152173913043478937e-01,5.264900662251656982e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.969000000000000528e-01,6.438356164383561842e-01,8.248081841432225447e-01,6.102175969725637250e-02,0.000000000000000000e+00
5.048000000000000265e-01,5.376712328767123683e-01,5.850383631713556021e-01,8.287606433301795972e-02,0.000000000000000000e+00
7.969000000000000528e-01,6.438356164383561842e-01,8.248081841432225447e-01,6.102175969725637250e-02,0.000000000000000000e+00
7.969000000000000528e-01,6.267123287671233500e-01,7.289002557544758121e-01,3.126773888363292286e-01,0.000000000000000000e+00
5.048000000000000265e-01,5.376712328767123683e-01,5.850383631713556021e-01,8.287606433301795972e-02,0.000000000000000000e+00
5.048000000000000265e-01,5.376712328767123683e-01,5.850383631713556021e-01,8.287606433301795972e-02,0.000000000000000000e+00
7.969000000000000528e-01,6.267123287671233500e-01,7.289002557544758121e-01,3.126773888363292286e-01,0.000000000000000000e+00
6.714999999999999858e-01,5.924657534246575707e-01,7.480818414322251142e-01,5.245979186376537040e-01,0.000000000000000000e+00
5.048000000000000265e-01,5.376712328767123683e-01,5.850383631713556021e-01,8.287606433301795972e-02,0.000000000000000000e+00
7.969000000000000528e-01,6.232876712328767610e-01,8.631713554987212600e-01,1.173131504257332175e-01,0.000000000000000000e+00
7.969000000000000528e-01,6.438356164383561842e-01,8.248081841432225447e-01,6.102175969725637250e-02,0.000000000000000000e+00
8.485000000000000320e-01,6.232876712328767610e-01,8.631713554987212600e-01,7.426679280983916609e-02,0.000000000000000000e+00
8.358999999999999764e-01,6.438356164383561842e-01,6.702898550724637472e-01,2.171239356669820431e-01,0.000000000000000000e+00
5.048000000000000265e-01,5.376712328767123683e-01,5.850383631713556021e-01,8.287606433301795972e-02,0.000000000000000000e+00
